freq [GHz],transmission
50.0,0.9973457731043197
52.02020202020202,0.9989326585874123
54.040404040404034,0.9989836476783325
56.06060606060606,0.9978018589724841
58.08080808080808,0.9958748081340366
60.101010101010104,0.9937603478025971
62.12121212121212,0.99197395923125
64.14141414141415,0.9908998324508282
66.16161616161617,0.9907376278145549
68.18181818181817,0.991487564323794
70.20202020202021,0.9929705827704788
72.22222222222223,0.9948770163264795
74.24242424242424,0.9968347117546129
76.26262626262627,0.9984849198053667
78.28282828282828,0.9995521271481338
80.3030303030303,0.9998940455215833
82.32323232323233,0.9995216237728236
84.34343434343434,0.9985859515364418
86.36363636363635,0.9973370797860567
88.38383838383838,0.9960661143321239
90.4040404040404,0.9950444301157576
92.42424242424244,0.9944724312099515
94.44444444444444,0.994446406583906
96.46464646464645,0.9949475019072935
98.48484848484848,0.9958527811072256
100.5050505050505,0.9969650537731111
102.52525252525253,0.9980554294919728
104.54545454545455,0.9989104278666313
106.56565656565655,0.9993743812569249
108.58585858585859,0.9993785162438846
110.60606060606061,0.998950860231307
112.62626262626263,0.9982055376359037
114.64646464646465,0.997314826187194
116.66666666666666,0.9964710306967708
118.68686868686868,0.9958468066538334
120.70707070707071,0.9955619471021376
122.72727272727272,0.9956624853930458
124.74747474747474,0.9961151321245869
126.76767676767678,0.9968171989322704
128.78787878787878,0.9976195654673472
130.8080808080808,0.9983580550847306
132.82828282828282,0.9988870159076841
134.84848484848484,0.999108336891636
136.86868686868686,0.9989899389197433
138.88888888888889,0.9985700305886492
140.9090909090909,0.9979466462292415
142.9292929292929,0.9972552979955339
144.94949494949495,0.9966400268796858
146.96969696969697,0.9962241438601238
148.989898989899,0.9960864789936413
151.010101010101,0.9962473995767029
153.03030303030303,0.9966667511969676
155.05050505050505,0.9972536463091225
157.07070707070707,0.997885941095469
159.0909090909091,0.9984355034765711
161.11111111111111,0.9987942319498373
163.1313131313131,0.9988955387009933
165.15151515151513,0.9987268790396765
167.17171717171718,0.9983308338089549
169.1919191919192,0.9977948046831999
171.21212121212122,0.9972318800608886
173.23232323232324,0.9967572030160201
175.25252525252526,0.9964648365164157
177.27272727272725,0.9964096728909438
179.2929292929293,0.9965976594606452
181.31313131313132,0.9969858896087976
183.33333333333331,0.9974922630906115
185.35353535353534,0.9980126899360976
187.37373737373736,0.9984424089307118
189.3939393939394,0.9986971507838214
191.41414141414143,0.9987298352193404
193.43434343434345,0.9985393755183396
195.45454545454544,0.9981698589954825
197.47474747474746,0.9977004882819072
199.49494949494948,0.9972286542323697
201.51515151515153,0.9968498620752549
203.53535353535355,0.9966386755284043
205.55555555555554,0.9966343955752813
207.57575757575756,0.9968340769957758
209.59595959595958,0.9971940027981916
211.61616161616163,0.997639150744825
213.63636363636365,0.9980787146268754
215.65656565656565,0.9984245895138795
217.67676767676767,0.9986091086374366
219.6969696969697,0.9985984160700975
221.7171717171717,0.9983987391781597
223.73737373737376,0.9980543455310128
225.75757575757575,0.9976377761669761
227.77777777777777,0.9972345808753776
229.7979797979798,0.9969258436812333
231.8181818181818,0.9967720772529921
233.83838383838386,0.9968016118055527
235.85858585858585,0.997005596624049
237.87878787878788,0.9973404162301432
239.8989898989899,0.9977369280016968
241.91919191919192,0.9981146541517177
243.9393939393939,0.9983981007104921
245.95959595959596,0.9985319194934784
247.97979797979798,0.9984918215490791
250.0,0.9982890163539538
