freq [GHz],transmission
50.0,0.9973305451057117
52.02020202020202,0.9963041251879098
54.040404040404034,0.994579873790979
56.06060606060606,0.9927893199901139
58.08080808080808,0.9914825287747313
60.101010101010104,0.9910218657889415
62.12121212121212,0.9915286731298629
64.14141414141415,0.9928846192695356
66.16161616161617,0.9947807909051607
68.18181818181817,0.9968019301787475
70.20202020202021,0.9985282547925796
72.22222222222223,0.9996331421272076
74.24242424242424,0.9999542741432123
76.26262626262627,0.9995214022167586
78.28282828282828,0.9985355478580421
80.3030303030303,0.9973081948363598
82.32323232323233,0.9961792718217646
84.34343434343434,0.9954359490715757
86.36363636363635,0.9952508169076763
88.38383838383838,0.9956508824785689
90.4040404040404,0.9965211033043042
92.42424242424244,0.9976394028281815
94.44444444444444,0.9987344435150272
96.46464646464645,0.999552897125746
98.48484848484848,0.9999204053432262
100.5050505050505,0.9997813287928986
102.52525252525253,0.9992075499631299
104.54545454545455,0.9983749860719371
106.56565656565655,0.9975152559802243
108.58585858585859,0.9968560076836221
110.60606060606061,0.9965650713645763
112.62626262626263,0.9967112314888207
114.64646464646465,0.9972496325886173
116.66666666666666,0.998034233243737
118.68686868686868,0.9988541764841303
120.70707070707071,0.9994858765793035
122.72727272727272,0.9997486852306882
124.74747474747474,0.9995503733782615
126.76767676767678,0.9989105258827167
128.78787878787878,0.9979554443395158
130.8080808080808,0.9968857950532937
132.82828282828282,0.995925407342812
134.84848484848484,0.9952639768885411
136.86868686868686,0.9950070762062886
138.88888888888889,0.9951444869885777
140.9090909090909,0.995543770899836
142.9292929292929,0.9959711770694175
144.94949494949495,0.9961368101088203
146.96969696969697,0.9957556919123975
148.989898989899,0.9946117948049593
151.010101010101,0.9926099471907851
153.03030303030303,0.9898023633055523
155.05050505050505,0.9863827317187464
157.07070707070707,0.9826495045035002
159.0909090909091,0.9789480296495232
161.11111111111111,0.9756056251467984
163.1313131313131,0.9728736897307613
165.15151515151513,0.9708875965688766
167.17171717171718,0.9696503972815642
169.1919191919192,0.9690417777254605
171.21212121212122,0.9688497340218933
173.23232323232324,0.9688189057394467
175.25252525252526,0.9687063751081536
177.27272727272725,0.9683336403813416
179.2929292929293,0.9676235158213062
181.31313131313132,0.9666137041607288
183.33333333333331,0.9654443596810954
185.35353535353534,0.9643234104536282
187.37373737373736,0.9634785133121051
189.3939393939394,0.9631067401094062
191.41414141414143,0.963332290775642
193.43434343434345,0.9641796832682352
195.45454545454544,0.9655662602720233
197.47474747474746,0.9673143316564523
199.49494949494948,0.9691801180689723
201.51515151515153,0.970893913971643
203.53535353535355,0.9722037884868657
205.55555555555554,0.9729142806574815
207.57575757575756,0.9729125681804671
209.59595959595958,0.972177646700269
211.61616161616163,0.970772437260211
213.63636363636365,0.9688230304189615
215.65656565656565,0.9664920198882145
217.67676767676767,0.9639532762749037
219.6969696969697,0.9613737098561281
221.7171717171717,0.958904440431314
223.73737373737376,0.956680445866361
225.75757575757575,0.9548251479587235
227.77777777777777,0.9534551014217565
229.7979797979798,0.9526801662258015
231.8181818181818,0.9525960871482123
233.83838383838386,0.9532688169639062
235.85858585858585,0.9547126054180677
237.87878787878788,0.9568662818451865
239.8989898989899,0.9595738870572293
241.91919191919192,0.9625765795565439
243.9393939393939,0.965522236802104
245.95959595959596,0.9679969556250422
247.97979797979798,0.9695783648463976
250.0,0.969904558786815
